Title,Body HTML,Vendor,URL
"Staples Wallet, 5.25"" Expansion, Legal, 5 Pack","This legal-size, expanding wallet has an elastic closure that wraps firmly around body of wallet to keep files secure, and a brass eyelet prevents elastic tie from ripping through the wallet. Reinforced fiber gussets provide added strength and durability, and a leather-like finish gives it a professional appearance. It expands to 5-1/4”.",staples,https://www.staples.ca/products/2846626-en-staples-wallet-525-expansion-legal-5-pack
"C-LineMD – Chemises de projet recyclées et colorées de format lettre, assorties, 25/boîte",,c_line,https://www.staples.ca/products/622944-fr-c-linemd-chemises-de-projet-recyclees-et-colorees-de-format-lettre-assorties-25boite
Casio DM-1200BM 12-Digit Solar Profit Tax Calculator,"Execute quick financial calculations at home or work with the Casio DM-1200BM Solar Profit Tax Calculator. This desktop calculator has a large 12-digit LCD display and large keys that are simple to read and operate. The dual-powered calculator automatically switches from solar to battery power in low-light conditions, and it has a 4-key memory. In addition to the basic functions, this calculator features profit margin, tax and cost, sell and margin functions. It also has an angled display for easy viewing, key rollover so nothing is lost during high-speed input, and auto power-off to preserve the battery.",casio,https://www.staples.ca/products/1587226-en-casio-dm-1200bm-12-digit-solar-profit-tax-calculator
Black Box PS568A-R2 POWER MANAGER 16,"No more traveling to reboot your equipment in the middle of the night! No more service calls just to flip a switch! BLACK BOX Rackmount Remote Power Managers enable you to reboot up to 16 network devices from across your network, by modem, with Telnet, or even from the Internet. Just type the power manager's IP address into your Web browser, enter your name and password, and you can access your network devices to switch them on, switch them off, or reboot. The power managers are perfect for remotely rebooting servers, routers, network switches, Web cams, firewalls, and many other network devices.",black_box,https://www.staples.ca/products/2912930-en-black-box-ps568a-r2-power-manager-16
"Winnable WindowFile Expanding File, Letter",,winnable,https://www.staples.ca/products/689411-en-winnable-windowfile-expanding-file-letter
Casio - Calculatrice scientifique FX-300MS Plus 240 fonctions,"Recommandé : Lycée, Collège, Université
Les cours suggérés incluent : mathématiques générales, statistiques, pré-algèbre, sciences, algèbre I et II, biologie, trigonométrie.
Affichage à deux lignes à contraste élevé et facile à lire - Voir l'équation et le résultat ensemble. Fractions, statistiques, écart type, régression linéaire et conversions polaire-rectangulaire, touche Fraction pour une saisie et un calcul faciles des fractions. Convertissez des fractions et des nombres fractionnaires en leurs équivalents décimaux.
Statistiques (écart type, analyse de régression) Générateur de nombres aléatoires",casio,https://www.staples.ca/products/19666-fr-casio-calculatrice-scientifique-fx-300ms-plus-240-fonctions
Staples® - Calculatrice métrique et pour les taxes,,tru_red,https://www.staples.ca/products/706865-fr-staples-calculatrice-metrique-et-pour-les-taxes
Staples – Calculatrice Bling pour la rentrée scolaire (KT-214AP-CA),"La calculatrice de marque Staples à 8 chiffres et à affichage incliné vous aide à résoudre des problèmes mathématiques importants. Taille compacte, fonction de mise hors tension automatique, fonctionnement solaire ou à pile.",staples,https://www.staples.ca/products/2858450-fr-staples-calculatrice-bling-pour-la-rentree-scolaire-kt-214ap-ca
"Victor – Calculatrice de poche à 8 chiffres 900, paquet de 10","Cette calculatrice de poche à 8 chiffres est idéale pour l’école ou sur la route. Le très grand écran ACL à 8 chiffres avec chiffres de 14 mm est facile à lire. Protection antimicrobienne intégrée pour réduire la croissance de microbes et de bactéries qui peuvent causer la décoloration et les odeurs. La calculatrice écologique est fabriquée avec 50 % de plastique recyclé. Les autres fonctions comprennent : Touches bien espacées, touche de pourcentage, touche de racine carrée, 3 touches de mémoire indépendante et constantes automatiques. Comprend un étui protecteur rigide à glissière. Comparable à la TI-108, et comprend une trousse éducative offerte gratuitement avec du matériel d’enseignement.",victor,https://www.staples.ca/products/2768207-fr-victor-calculatrice-de-poche-a-8-chiffres-900-paquet-de-10
Casio Calculatrice grraphique FX-9860GII avec entrée /sortie mathématique,,casio,https://www.staples.ca/products/793583-fr-casio-calculatrice-grraphique-fx-9860gii-avec-entree-sortie-mathematique
Sharp - EL520XTBK - Calculatrice scientifique 420 fonctions à 12 chiffres - Noire,"La EL520XTBK calculatrice exécute plus de 419 fonctions scientifiques avancées et utilise un écran à 2 lignes et la lecture multiligne pour faciliter la résolution des équations scientifiques par les étudiants. Elle est idéale pour les étudiants en mathématiques générales, en algèbre, en géométrie, en trigonométrie et en calcul. Elle peut également être utilisée pour les statistiques, la biologie, la chimie et la physique.",sharp,https://www.staples.ca/products/2706057-fr-sharp-el520xtbk-calculatrice-scientifique-420-fonctions-a-12-chiffres-noire
Sharp ELW516XGSL 640 Functions 16-Digit Scientific Calculator - Black,"The ELW516XGSL advanced 4-line scientific calculator with WriteView display, allows calculations to be entered and displayed as written on paper. Ideal for students studying general math and science, pre-algebra, algebra I &amp; II, geometry, precalculus, calculus, trigonometry, statistics, biology, chemistry, and physics.",sharp,https://www.staples.ca/products/2691726-en-sharp-elw516xgsl-640-functions-16-digit-scientific-calculator-black
Canon – Calculatrice pour les taxes TS-120TS,,canon,https://www.staples.ca/products/956422-fr-canon-calculatrice-pour-les-taxes-ts-120ts
Aurora Tools All Weather Tpe-Rubber Extension Cords With Light Indicator (XC504),"Designed for industrial and contractor use. All-weather jacket provides ultra flexibility and superior performance in extreme climate conditions at temperatures from -50-degrees C to 105-degrees C. Provides outstanding resistance against rough use, sunlight, chemicals and moisture. Water-resistant and flame retardant. Lighted connectors allow you to see when the power is in use. Molded-on and bonded plugs and connectors resist breaking. 3-Conductor SJEOW, 300 V grounding.",aurora_tools,https://www.staples.ca/products/389998-en-aurora-tools-all-weather-tpe-rubber-extension-cords-with-light-indicator-xc504
"Globe Lotion Style Bulk Soap Dispenser With Refillable Bottle, 1000 ml, White, 2 Pack (4630W)",,globe,https://www.staples.ca/products/2927733-en-globe-lotion-style-bulk-soap-dispenser-with-refillable-bottle-1000-ml-white-2-pack-4630w
"Dimplex TD522W Double Pole Line Voltage Electric Heater Thermostat, White",Designed for superior ventilation across bimetal for optimum accuracy,dimplex,https://www.staples.ca/products/2874189-en-dimplex-td522w-double-pole-line-voltage-electric-heater-thermostat-white
"Staples® - Calculatrice de poche, métallique",,staples,https://www.staples.ca/products/496996-fr-staples-calculatrice-de-poche-metallique
Casio Calculatrice scientifique FX991MS PLUS,La calculatrice scientifique FX991MS PLUS est alimentée et par piles et par énergie solaire Elle a la capacité de traiter des opérations complexes ainsi que de revenir en arrière étape par étape Il y a aussi moyen de modifier une expression et recalculer L'expression et le résultat peuvent être affichés en même temps,casio,https://www.staples.ca/products/460263-fr-casio-calculatrice-scientifique-fx991ms-plus
"Staples Expanding File with Flap, 1- 31 Printed Tabs, Legal",Extra-thick covers. Double reinforced flap and elastic cord closure. Transport documents safely. Index dividers to organize files into sub-categories. Rip-proof Tyvek® reinforcement at gusset top and corners. Pre-printed and blank tabs aligned straight for easy viewing. 31 pockets. 1-31 tabs. Letter size. Available 1 each. Brown.,staples,https://www.staples.ca/products/2846623-en-staples-expanding-file-with-flap-1-31-printed-tabs-legal
"Winnable 13-Pocket Expanding File, Letter Size, Fabric Accents on the Flap, Elastic Tie and Button Closure, 13"" x 9.5"", Assorted","Winnable 13-Pocket Expanding File, Letter Size, Clear Tabs and Inserts; Fabric Accents on the Flap, Elastic Tie and Button Closure, 13"" x 9.5"", Assorted",winnable,https://www.staples.ca/products/2925441-en-winnable-13-pocket-expanding-file-letter-size-fabric-accents-on-the-flap-elastic-tie-and-button-closure-13-x-95-assorted
"LMP USB-C Power Tester Multimeter, USB-C to USB-A Current Tester (Volt, Amp & mAh, Direction), Oled Display","With the introduction of USB-C (USB Type-C), not only data can be transferred in both directions via the USB port, but power can be either distributed to or from the host.

The LMP USB-C Power Tester Multimeter can be used to measure the power flow by showing its direction, the voltage (Volts), current (Amps) and wattage or power consumption over time (mAh). Simply attach the Power Tester Multimeter between the host and the USB-C cable, adapter, dock or device and it will make visible all power data on its OLED screen.  It is a great helper for the IT engineers and just about anybody wants to know where and how much powered is flowing between USB-C devices.",lmp,https://www.staples.ca/products/2897299-en-lmp-usb-c-power-tester-multimeter-usb-c-to-usb-a-current-tester-volt-amp-mah-direction-oled-display
"Wave 3 Pocket folder, Letter, Assorted Colours, 8 Pack",,filexec,https://www.staples.ca/products/2500796-en-wave-3-pocket-folder-letter-assorted-colours-8-pack
Edushape Tub-Art-Crayons + Foam Holder,,edushape,https://www.staples.ca/products/571172-en-edushape-tub-art-crayons-foam-holder
Winnable Backpack Expanding Folder,,winnable,https://www.staples.ca/products/866393-en-winnable-backpack-expanding-folder
"7 Layer Skinz Custom Skin Wrap for iPhone 8 Plus, Concrete (7LIPHN8PCCR)","Customize to match your personality, season and style. Litetect and pamper your device from scratches and small dings with the industries most durable vinyl skins available. We use the highest quality 3M on the market today. 7 Layer Skinz adds an enhanced grip and feel to your phone to reduce the unsightly result of drops. All of our wraps are textured, unlike the competition (who simply have cheap glossy finishes), to give you the feel and look that you're looking for. Installation is a breeze. Since we use premium 3M vinyl, you'll have no worries of air bubbles being caught under your skin and icky residue being left behind when you decide to remove and replace with a new style. Ultra precise, damage free removal and Canadian Made. We back our Liteducts with a full money back guarantee or replacement for all manufacturing defects. Includes: 1 Full Back Skin, 1 Microfiber Cloth.",_7_layer_skinz,https://www.staples.ca/products/2891010-en-7-layer-skinz-custom-skin-wrap-for-iphone-8-plus-concrete-7liphn8pccr
Stanley Shop Block Litemax 50 Extension Cord,,stanley,https://www.staples.ca/products/2933906-en-stanley-shop-block-litemax-50-extension-cord
Stanley Shop Cord Litemax 25 Extension Cord,,stanley,https://www.staples.ca/products/2933905-en-stanley-shop-cord-litemax-25-extension-cord
"Staples - Calculatrice pour la rentrée scolaire, motif labyrinthe (52928-CA)","Cette calculatrice de poche à 8 chiffres de Staples dispose d'un jeu de labyrinthe intégré pour garder les jeunes esprits et les mains occupées une fois les devoirs terminés. Avec une conception nette et des touches bien espacées, la calculatrice alimentée par pile comprend des touches de mémoire et des fonctions de racine carrée et de pourcentage. Les boutons marche/arrêt séparés garantissent que la pile de votre calculatrice durera tandis que les touches effacer l'entrée et effacer toutes les options vous permettent de choisir comment corriger et redémarrer les calculs. Offerte en couleurs variées.",staples,https://www.staples.ca/products/918407-fr-staples-calculatrice-pour-la-rentree-scolaire-motif-labyrinthe-52928-ca
TP-Link TL-PA7010 KIT AV1000 Gigabit Powerline Starter Kit,"Each adapter is compliant with the HomePlug AV2 networking standard offering data transfer rates of up to 1 Gbps making it easy to stream multimedia content, transfer large files, and more.",tp_link,https://www.staples.ca/products/2825968-en-tp-link-tl-pa7010-kit-av1000-gigabit-powerline-starter-kit
"Globe 9' Designer Series 3-Outlet Cord, Mint",,globe,https://www.staples.ca/products/2928403-en-globe-9-designer-series-3-outlet-cord-mint
"Staples File Pocket, 3.5"" Expansion, Legal, 5 Pack","Five piece construction with reinforced redrope gussets. Manila lining and scored front flap for easy access. Paper made from 10% recycled fiber with at least 10% post-consumer content. 3. 5"" expansion, legal size.",staples,https://www.staples.ca/products/2846627-en-staples-file-pocket-35-expansion-legal-5-pack
"Pendaflex Case File, 19 Pockets, Fashion Prints, Legal Size","Keep important information secure, organized and close at hand. Sturdy case file with silver carrying handle and twist lock closure keeps documents safe. 19 pockets. Durable Kraft construction. 10"" x 15"". Assorted prints.",pendaflex,https://www.staples.ca/products/2939731-en-pendaflex-case-file-19-pockets-fashion-prints-legal-size
"Staples 8ft Extension Cord 3-Outlet with Safety Covers, Grey","Extend the reach of your office and small home electronics with the Staples 8ft Extension Cord. Equipped with three grounded (3-prong) outlets, the extension cord is perfect when you're in need of a few extra outlets. The slide-to-lock safety covers to keep unused outlets closed, and its flat, right angle plug keeps it close to the wall and out of the way. The extension cord also features a hook that can elevate the outlets off the ground, making it easier to use your powered devices with short cords. The Staples 8ft Extension Cord is intended for indoor use and is UL listed.",staples,https://www.staples.ca/products/398820-en-staples-8ft-extension-cord-3-outlet-with-safety-covers-grey
"Winnable - Classeur expansible en poly pour le bureau, 13 pochettes, format légal",,winnable,https://www.staples.ca/products/689412-fr-winnable-classeur-expansible-en-poly-pour-le-bureau-13-pochettes-format-legal
TP-Link AV2000 2-port Gigabit Powerline Starter Kit (TL-PA9020 KIT),"With advanced HomePlug AV2 MIMO, the TL-PA9020 KIT delivers high speed of up to 2000Mbps over Powerline to provide superior network performance that supports all of your online needs. With a lag-free connection, you will never miss out again.",tp_link,https://www.staples.ca/products/2677761-en-tp-link-av2000-2-port-gigabit-powerline-starter-kit-tl-pa9020-kit
"JAM Paper Accordion Folders, 13-Pocket Expanding File, Letter, 9"" x 13"", Black, 2 Pack (2163591z)","When you don't just need one thing to organize, or two things, or three things, or ten, we have your solution, and it's definitely not as unlucky as it seems. With our 13 Pocket Accordion Folders, you can separate your materials but at the same time keep them together! Use these versatile tools for everything from organizing your files, to keeping your receipts in one place, to getting your coupons in order. You won't run out of things to organize, and you won't run out of pockets to organize them in either. With three sizes to choose from, you'll be sure to find the perfect fit, and with a variety of colours, they'll look great on a shelf or in an office.",jam_paper,https://www.staples.ca/products/2712228-en-jam-paper-accordion-folders-13-pocket-expanding-file-letter-9-x-13-black-2-pack-2163591z
Canon - Calculatrice de poche LS-63TG Green,,canon,https://www.staples.ca/products/736552-fr-canon-calculatrice-de-poche-ls-63tg-green
C2G Lantest Network/Modular Cable Test Kit (13138),,c2g,https://www.staples.ca/products/434840-en-c2g-lantest-networkmodular-cable-test-kit-13138
"7 Layer Skinz Custom Skin Wrap for OnePlus 5T, Zebra (7LONEPLUS5TZBR)","Customize to match your personality, season and style. Litetect and pamper your device from scratches and small dings with the industries most durable vinyl skins available. We use the highest quality 3M on the market today. 7 Layer Skinz adds an enhanced grip and feel to your phone to reduce the unsightly result of drops. All of our wraps are textured, unlike the competition (who simply have cheap glossy finishes), to give you the feel and look that you're looking for. Installation is a breeze. Since we use premium 3M vinyl, you'll have no worries of air bubbles being caught under your skin and icky residue being left behind when you decide to remove and replace with a new style. Ultra precise, damage free removal and Canadian Made. We back our Liteducts with a full money back guarantee or replacement for all manufacturing defects. Includes: 1 Full Back Skin, 1 Microfiber Cloth.",_7_layer_skinz,https://www.staples.ca/products/2891105-en-7-layer-skinz-custom-skin-wrap-for-oneplus-5t-zebra-7loneplus5tzbr
Winnable 13 Pocket Expanding Poly File,,winnable,https://www.staples.ca/products/865664-en-winnable-13-pocket-expanding-poly-file
"Merangue Lenticular Bendy Calculator, 12 Pack","Merangue Lenticular Bendy Calculator, 12 Pack",merangue,https://www.staples.ca/products/2646974-en-merangue-lenticular-bendy-calculator-12-pack
"Case-Mate Tough ID Case iPhone 6s/7/8 Phone Case, Black (CM036632)",The Case-Mate Black ID case has an embedded wallet panel crafted from genuine leather that can hold up to two cards and is equipped with a full shock absorbing layer for extra protection. This iPhone wallet case features everything you ll need in one convenient package.,case_mate,https://www.staples.ca/products/2881034-en-case-mate-tough-id-case-iphone-6s78-phone-case-black-cm036632
"Hilroy Expanding Document Case, Elastic Closure, Legal Size, Assorted Colours","Store important documents by subject in this convenient Hilroy Expanding Document Case. Ideal for storing all information around specific subjects, this case expands up to 3"" to hold up to 300 legal-sized papers. The sturdy document case comes in assorted colours with a metallic-like finish, elastic closure and handy index tab on the inner cover to track contents.",hilroy,https://www.staples.ca/products/912352-en-hilroy-expanding-document-case-elastic-closure-legal-size-assorted-colours
Insten RJ45 CAT5 Network LAN Cable Crimper Pliers Tool (POTHLCABTL01),Insten RJ-45 network LAN cable crimper pliers tools does not damage the shelled-wire when performing the operation. Tools offer a yellow strip with 4 different slots and a discreet blade for cutting the PVC jacket of various sizes.,insten,https://www.staples.ca/products/2803466-en-insten-rj45-cat5-network-lan-cable-crimper-pliers-tool-pothlcabtl01
"EdushapeMD – Blocs géants, 32/paquet",,edushape,https://www.staples.ca/products/571074-fr-edushapemd-blocs-geants-32paquet
"Hilroy 7 Pocket Expanding File, Cheque Format, Elastic Closure, Assorted Colours",,hilroy,https://www.staples.ca/products/912353-en-hilroy-7-pocket-expanding-file-cheque-format-elastic-closure-assorted-colours
Victor – Calculatrice de bureau à 12 chiffres 1200-4,"Cette calculatrice à 12 chiffres est idéale à la maison ou au bureau. Doté d’un très grand écran ACL incliné. La calculatrice écologique est fabriquée avec 50% de plastique recyclé. La relecture automatique sert d’imprimante sans papier permettant à l’utilisateur d’entrer, de vérifier et de corriger jusqu’à 99 entrées (idéal pour additionner plusieurs colonnes de gros chiffres sans utiliser de ruban ou d’alimentation c.a.). Les touches coût/vente/marge rendent les calculs rapides et faciles (il suffit d’entrer deux variables et la troisième s’affiche automatiquement).",victor,https://www.staples.ca/products/2768195-fr-victor-calculatrice-de-bureau-a-12-chiffres-1200-4
D-Link DHP-P621 Powerline AV2 1000 Gigabit Media Kit,"With 2 Gigabit ports and PowerLine AV2 1000 technology, D-Link's PowerLine Gigabit Media Kit (DHP-P621AV) contains everything you need to extend an ultra-fast, reliable, and Lag free Internet connection to your Smart TV, Gaming Console, Media Player or any other high bandwidth connected media devices.",d_link,https://www.staples.ca/products/2705646-en-d-link-dhp-p621-powerline-av2-1000-gigabit-media-kit
Individual Software – Logiciel de tutoriels Internet Explorer 9 Professor Teaches pour Windows (1 utilisateur) [téléchargement],"Taille de téléchargement (Mo)138 03Temps de téléchargementCâble Modem: 4 minutes, 36 secondes : DSL : 11 minutes, 30 secondes Vous recevrez deux courriels : le premier confirmant votre commande, le deuxième contenant un bouton du type « Télécharger le logiciel » Vous pouvez télécharger immédiatement ou plus tard, il suffit alors de retourner dans votre courriel  <br>Ce logiciel téléchargeable ne peut pas être retourné et est non-remboursable Ce logiciel utilise des leçons et des exercices interactifs développés par des experts afin de vous aider à apprendre comment utiliser le navigateur le plus utilisé dans le monde Microsoft Internet Explorer 9 Pourquoi apprendre à utiliser Internet Explorer 9? Économisez du temps en apprenant comment chercher efficacement sur le Web Naviguer sur Internet en apprenant à utiliser l’un des navigateurs les plus populaires dans le monde",individual_software,https://www.staples.ca/products/1689021-fr-individual-software-logiciel-de-tutoriels-internet-explorer-9-professor-teaches-pour-windows-1-utilisateur-telechargement
Playskool Mr. Potato Head (27657AX2),"A slimmer, more active Mr. Potato Head has more holes than he used to and more facial features! Your child will love putting his nose where his ear should be and building many different versions of the original potato friend. The parts are compatible with other versions of Mr. or Mrs. Potato Head.

Store the parts in the figure’s Tater Tush. Potato figure comes with eyes, nose, mouth with teeth, hat, mustache, tongue, pair of glasses, 2 hands, 2 ears and 1 pair of legs with shoes.

2010 Hasbro. All Rights Reserved.",hasbro,https://www.staples.ca/products/2707374-en-playskool-mr-potato-head-27657ax2
"Techly Modular Plug Crimp Tool, (IWP-HT 2008R)",,techly,https://www.staples.ca/products/2243765-en-techly-modular-plug-crimp-tool-iwp-ht-2008r
Baseline Handy Desktop Calculator,,baseline,https://www.staples.ca/products/2611020-en-baseline-handy-desktop-calculator
"JAM Paper 6 Pocket Expanding File with Snap Closure, Letter, 9 x 13, Black (339932771)","Get organized in a snap with JAM Paper 6 Pocket Expanding File with Snap Closure! These files are perfect for keeping your papers together yet separate at the same time! These files have 6 pockets, so it will help you streamline your life and keep everything tidy. They are made of durable plastic, so they are strong and sturdy. The snap closure makes it easy to open and close, yet will stay securely shut. Everything inside will be protected and safely stored, so you have nothing to worry about. There are two snaps on the front. It measures 9 x 13 inches, so it fits standard letter size papers. These are great for the office, for travel, at school, and at home to keep desks, backpacks, briefcases, and countertops clutter free. They are sold individually.",jam_paper,https://www.staples.ca/products/24052408-en-jam-paper-6-pocket-expanding-file-with-snap-closure-letter-9-x-13-black-339932771
Stanley ShopMAX Pro6 Power Bar,"This Stanley 6-Outlet metal power strip features a 6-foot vinyl cord, heavy duty metal housing and a lighted ON/OFF switch with built-in resettable circuit breaker. Perfect addition to your garage or work area. Available in yellow.",stanley,https://www.staples.ca/products/2934166-en-stanley-shopmax-pro6-power-bar
"Staples File Pocket, 5.25"" Expansion, Legal, 5 Pack","Five piece construction with reinforced redrope gussets. Manila lining and scored front flap for easy access. Paper made from 10% recycled fiber with at least 10% post-consumer content. 5.25"" expansion, legal size.",staples,https://www.staples.ca/products/2846630-en-staples-file-pocket-525-expansion-legal-5-pack
Casio fx260 SolarII Scientific Calculator,Multi-purpose compact calculator with fraction calculations and trigonometric functions,casio,https://www.staples.ca/products/2520833-en-casio-fx260-solarii-scientific-calculator
CASIO - Calculatrice de table DV-220 Premium à deux écrans avec fonctions commerciales,,casio,https://www.staples.ca/products/2122967-fr-casio-calculatrice-de-table-dv-220-premium-a-deux-ecrans-avec-fonctions-commerciales
Staples® - Calculatrice profit et taxes à affichage de 12 chiffres,,staples,https://www.staples.ca/products/809340-fr-staples-calculatrice-profit-et-taxes-a-affichage-de-12-chiffres
Staples - Calculatrice SPL-230-CC à 8 chiffres,"La calculatrice de marque Staples à 8 chiffres et à affichage incline vous aide à résoudre des problèmes mathématiques importants. Taille compacte, fonction de mise hors tension automatique, fonctionnement solaire ou à pile.",staples,https://www.staples.ca/products/466465-fr-staples-calculatrice-spl-230-cc-a-8-chiffres
Sharp - EL344R - Calculatrice métrique de poche à 10 chiffres - Argent,"Faites des calculs rapidement et facilement avec la calculatrice à conversion métrique EL344R. Cette calculatrice est pourvue d'un convertisseur de mesures métriques avec 44 conversions intégrées. Son très grand affichage à 10 chiffres avec touches de ponctuation et de conversion colorées facilite l'utilisation et la lecture des nombres à plusieurs chiffres. La calculatrice a une mémoire à 3 touches et une alimentation double qui lui permet de passer de l'alimentation solaire à l'alimentation à pile lorsque l'éclairage est faible. En plus des fonctions de base, elle est équipée des touches de racine carrée, de changement de signe (+/-) et de pourcentage. Le modèle EL344R est parfait pour les étudiants en biologie, en chimie, en physique et en math qui doivent convertir vers et à partir du système métrique.",sharp,https://www.staples.ca/products/19873-fr-sharp-el344r-calculatrice-metrique-de-poche-a-10-chiffres-argent
8-Digit Dualpower Desktop Calculator (KT-430AP),"Ideal for home, office and school use, the Baseline KT-430AP 8-Digit Desktop Calculator makes it easy to execute calculations. It features a full-function memory and has a large 8-digit LCD display that is easy to read and operate. The dual-powered calculator automatically switches from solar to battery power in low light. In addition to basic functions, it also offers memory, percent keys. This calculator is made from 85% post-consumer recycled content.
",baseline,https://www.staples.ca/products/2460738-en-8-digit-dualpower-desktop-calculator-kt-430ap
TRU RED - Calculatrice de bureau - argent,"Assurez-vous que vos chiffres sont exacts en ajoutant la calculatrice de bureau TRU RED à vos fournitures de bureau. La conception simple le rend facile à utiliser et l'affichage des grands nombres vous permet de revérifier vos calculs en un coup d'œil. Cette calculatrice comprend également une fonction de balisage, ce qui en fait un excellent choix pour les commerces de détail et de gros. Il a des fonctions de mémoire, de pourcentage et de racine carrée ainsi qu'une sélection décimale et un sélecteur d'arrondi afin que vous puissiez effectuer tous les calculs dont vous avez besoin. Il contient également 85 % de contenu recyclé, ce qui en fait une option plus durable pour votre maison, votre bureau ou votre petite entreprise.",tru_red,https://www.staples.ca/products/408517-fr-tru-red-calculatrice-de-bureau-argent
"Casio® - Calculatrice graphique couleur fx-CG50 PRIZM, noir",,casio,https://www.staples.ca/products/2741574-fr-casio-calculatrice-graphique-couleur-fx-cg50-prizm-noir
"Dimplex dwt431w-p Line Voltage Programmable Thermostat, White",Programmable,dimplex,https://www.staples.ca/products/2874167-en-dimplex-dwt431w-p-line-voltage-programmable-thermostat-white
Texas Instruments – Calculatrice scientifique TI-30Xa,"<span style=""font-family: ; font-variant: normal; white-space: normal; word-spacing: 0px; text-transform: none; float: none; font-weight: normal; color: #4d4d4d; font-style: normal; text-align: left; widows: 1; display: inline !important; letter-spacing: normal; line-height: 15px; background-color: #ffffff; text-indent: 0px; -webkit-text-stroke-width: 0px"">La calculatrice scientifique TI-30Xa de Texas Instruments vous permet de calculer les montants précis des produits chimiques nécessaires à une expérience importante, ou de découvrir les résultats moyens d'un problème complexe sur un test de trigonométrie. Cette calculatrice est idéale pour un emploi en cours de trigonométrie, algèbre, pré-algèbre et biologie. Puisqu'elle est non programmable, cette calculatrice convient aux examens majeurs qui interdisent les modèles programmables. Elle est fournie avec un manuel de l'utilisateur compréhensif qui explique les fonctions, vous permettant d'être rapidement opérationnel.</span>",texas_instruments,https://www.staples.ca/products/19299-fr-texas-instruments-calculatrice-scientifique-ti-30xa
"Winnable 13-Pocket Coil Bound Poly Expanding Desktop File, Letter","Keep important documents organized, protected and easy to take on the go with this convenient Winnable 13-Pocket Coil Bound Poly Expanding Desktop File. The desktop file features 13 pockets to keep its contents neatly divided, with index tabs and inserts included to make items easy to locate. The file measures 12.25"" x 9"", a standard letter size that accommodates most business documents with ease. The file can expand up to 9"" to help maximize storage, and the design is finished with a coil bound flap and elastic tie closure to help keep it securely closed.",winnable,https://www.staples.ca/products/912343-en-winnable-13-pocket-coil-bound-poly-expanding-desktop-file-letter
"Cardinal ShowFile Tabloid-Size Presentation Book, 11"" x 17"", 24 Pockets",,cardinal,https://www.staples.ca/products/798337-en-cardinal-showfile-tabloid-size-presentation-book-11-x-17-24-pockets
TRU RED - Calculatrice de bureau BD-4530 à 8 gros chiffres,"La calculatrice de bureau BD-4530 à 8 gros chiffres vous aide à voir vos opérations de calcul clairement, vous permettant d'éviter les erreurs. Elle dispose de chiffres surdimensionnés sur un écran fixe, pour des opérations mathématiques effectuées rapidement et en tout confort. La calculatrice de forme compacte prend peu de place sur votre bureau et se ranger facilement dans un tiroir lorsqu'elle n'est pas utilisée. Elle est fabriquée à 84 % de matériaux recyclés et dispose d'une alimentation auxiliaire à énergie solaire, ce qui en fait un choix écologique. Facile à utiliser, elle est un outil indispensable à la maison ou au bureau.",tru_red,https://www.staples.ca/products/496992-fr-tru-red-calculatrice-de-bureau-bd-4530-a-8-gros-chiffres
TRU RED - Calculatrice de bureau à fonctions de vérification et de correction à 10 chiffres,Fonction de vérification et de correction à 105 étapes avec relecture automatique.,tru_red,https://www.staples.ca/products/672810-fr-tru-red-calculatrice-de-bureau-a-fonctions-de-verification-et-de-correction-a-10-chiffres
Individual Software – Espagnol facile version platine pour Windows (1 utilisateur) [Téléchargement],"Espagnol facile est la marque par excellence d’apprentissage par immersion. La fonction Flexible Immersion System vous situe dans des scénarios véritables où vous pouvez interagir avec des locuteurs dans la langue choisie afin d’apprendre plus rapidement. Aucune autre marque n’offre plus de personnalisation ou adapte vos objectifs d’apprentissage à vos besoins spécifiques. Apprenez exactement ce dont vous avez besoin pour les voyages, les affaires ou l’école, dès que vous en avez besoin.",individual_software,https://www.staples.ca/products/1688407-fr-individual-software-espagnol-facile-version-platine-pour-windows-1-utilisateur-telechargement
EdushapeMD – Blocs Educolour,"Les blocs EduColour d’Edushape sont faits de mousse légère et conviennent aux enfants de 4 à 14 ans. Comprend des formes colorées souples de 1 3/8 po, idéales pour les jeunes constructeurs créatifs. Vendus en boîtes de 30.",edushape,https://www.staples.ca/products/1918216-fr-edushapemd-blocs-educolour
Canon – Calculatrice de table TS-1200TSC,Canon – Calculatrice de table TS-1200TSC,canon,https://www.staples.ca/products/2900997-fr-canon-calculatrice-de-table-ts-1200tsc
Melissa & DougMD – Ensemble d’aliments pour réfrigérateur en bois,"L’ensemble d’aliments pour réfrigérateur en bois de Melissa &amp; Doug comprend du jus d’orange, des gaufres, du lait, de la crème glacée, du fromage, du yogourt, des légumes congelés et du beurre. L’ensemble d’aliments rend l’apprentissage amusant lorsque les enfants décider qui particulier de la nourriture doit être placé dans le congélateur et le réfrigérateur.",melissa___doug,https://www.staples.ca/products/1918518-fr-melissa-dougmd-ensemble-daliments-pour-refrigerateur-en-bois
Westinghouse 3-Outlet Desktop USB Cradle,,westinghouse,https://www.staples.ca/products/2933914-en-westinghouse-3-outlet-desktop-usb-cradle
Westinghouse 3-Outlet Flexible Outlet Multiplier,,westinghouse,https://www.staples.ca/products/2933902-en-westinghouse-3-outlet-flexible-outlet-multiplier
